4.879 -0.110
4.901 0.100
4.923 0.190
4.945 0.070
4.967 -0.050
4.989 0.070
5.011 0.130
5.033 -0.040
5.055 -0.050
5.077 0.180
5.099 0.170
5.121 0.210
5.143 0.260
5.165 0.140
5.187 0.120
5.209 -0.150
5.231 -0.330
5.253 -0.370
5.275 -0.630
5.297 -0.720
5.319 -0.560
5.341 0.080
5.363 0.130
5.385 0.120
5.407 0.010
5.429 -0.380
5.451 -0.650
5.473 -0.450
5.495 -0.040
5.517 0.080
5.539 -0.180
5.561 -0.410
5.583 -0.920
5.605 -0.520
5.627 -0.110
5.649 -0.030
5.671 -0.090
5.693 -0.080
5.715 -0.180
5.737 -0.100
5.759 -0.020
5.781 0.170
5.803 0.140
5.825 0.020
5.847 -0.250
5.869 -0.370
5.891 -0.440
5.913 -0.460
5.935 -0.120
5.957 -0.060
5.979 -0.230
6.001 0.010
6.023 -0.120
6.045 0.100
6.067 0.030
6.089 -0.200
6.111 -0.250
6.133 -0.160
6.155 -0.380
6.177 -0.320
6.199 -0.350
6.221 -0.280
6.243 -0.270
6.265 -0.840
6.287 -0.590
6.309 -0.370
6.331 -0.140
6.353 -0.220
6.375 -0.370
6.397 -0.410
6.419 -0.180
6.441 0.010
6.463 -0.140
6.485 -0.180
6.507 -0.210
6.529 -0.010
6.551 -0.160
6.573 -0.010
6.595 -0.240
6.617 -0.170
6.639 -0.380
6.661 -0.340
6.683 -0.110
6.705 -0.090
6.727 -0.360
6.749 -0.030
6.771 -0.120
6.793 -0.010
6.815 -0.080
6.837 -0.100
6.859 -0.260
6.881 -0.360
6.903 -0.290
6.925 -0.350
6.947 -0.290
6.969 -0.290
6.991 -0.170
7.013 -0.100
7.035 -0.060
7.057 -0.060
7.079 -0.160
7.101 -0.100
7.123 -0.390
7.145 -0.470
7.167 -0.610
7.189 -0.380
7.211 -0.470
7.233 -0.920
7.255 -0.450
7.277 -0.450
7.299 -0.470
7.321 -0.390
7.343 -0.330
7.365 -0.200
7.387 -0.840
7.409 -0.860
7.431 -0.640
7.453 -0.380
7.475 -0.340
7.497 -0.350
7.519 -0.390
7.541 -0.280
7.563 -0.920
7.585 -0.580
7.607 -0.260
7.629 -0.140
7.651 -0.570
7.673 -0.490
7.695 -0.110
7.717 -0.160
7.739 -0.100
7.761 -0.140
7.783 -0.180
7.805 -0.130
7.827 -0.460
7.849 -0.480
7.871 -0.150
7.893 -0.150
7.915 -0.520
7.937 -0.620
7.959 -0.400
7.981 -0.270
8.003 -0.180
8.025 -0.240
8.047 -0.020
8.069 -0.160
8.091 -0.100
8.113 -0.220
8.135 -0.180
8.157 -0.620
8.179 -0.270
8.201 -0.180
8.223 0.150
8.245 -0.180
8.267 -0.050
8.289 -0.370
8.311 -0.550
8.333 -0.440
8.355 -0.920
8.377 -0.620
8.399 -0.490
8.421 -0.190
8.443 -0.330
8.465 -0.030
8.487 0.060
8.509 -0.190
8.531 -0.190
8.553 -0.260
8.575 -0.220
8.597 -0.200
8.619 -0.080
8.641 0.110
8.663 0.060
8.685 0.100
8.707 0.130
8.729 0.150
8.751 0.050
8.773 0.010
8.795 0.210
8.817 0.090
8.839 -0.090
8.861 0.040
8.883 0.040
8.905 -0.160
8.927 -0.280
8.949 -0.330
8.971 -0.640
8.993 -0.520
9.015 -0.300
9.037 -0.100
9.059 -0.150
9.081 -0.070
9.103 -0.110
9.125 -0.120
9.147 0.040
9.169 -0.120
9.191 -0.110
9.213 -0.050
9.235 -0.270
9.257 -0.380
9.279 -0.370
9.301 -0.140
9.323 -0.010
9.345 -0.180
9.367 -0.380
9.389 -0.380
